Batches,Layer,Method,Kendall_Tau,Spearman,Top30_Overlap_Pct
10,layer1.0.conv3,Energy (Sigma^2),0.8561507936507935,0.9709706959706959,94.73684210526315
10,layer1.0.conv3,True Loss Increase,0.6517748145864961,0.8356609743638584,89.47368421052632
10,layer1.1.conv1,Hessian Full,1.0,0.9999999999999998,100.0
10,layer1.1.conv1,Hessian Diag,1.0,0.9999999999999998,100.0
10,layer1.1.conv1,Fisher Full,1.0,0.9999999999999998,100.0
10,layer1.1.conv1,Fisher Diag,0.9255952380952381,0.9855311355311354,100.0
10,layer1.1.conv1,Taylor 1st-order,0.9255952380952381,0.9855311355311354,100.0
10,layer1.1.conv1,Gradient Magnitude,0.7182539682539683,0.8836080586080586,94.73684210526315
10,layer1.1.conv1,Magnitude (Sigma),0.8511904761904763,0.9663461538461537,89.47368421052632
10,layer1.1.conv1,Energy (Sigma^2),0.8511904761904763,0.9663461538461537,89.47368421052632
10,layer1.1.conv1,True Loss Increase,0.31594669959741006,0.45774470820855834,78.94736842105263
10,layer1.1.conv2,Hessian Full,1.0,0.9999999999999998,100.0
10,layer1.1.conv2,Hessian Diag,1.0,0.9999999999999998,100.0
10,layer1.1.conv2,Fisher Full,1.0,0.9999999999999998,100.0
10,layer1.1.conv2,Fisher Diag,0.9007936507936508,0.9850274725274725,89.47368421052632
10,layer1.1.conv2,Taylor 1st-order,0.9007936507936508,0.9850274725274725,89.47368421052632
10,layer1.1.conv2,Gradient Magnitude,0.6309523809523809,0.8195054945054944,68.42105263157895
10,layer1.1.conv2,Magnitude (Sigma),0.8442460317460317,0.9629120879120878,89.47368421052632
10,layer1.1.conv2,Energy (Sigma^2),0.8442460317460317,0.9629120879120878,89.47368421052632
10,layer1.1.conv2,True Loss Increase,0.4732142857142857,0.6342948717948718,84.21052631578947
10,layer1.1.conv3,Hessian Full,1.0,0.9999999999999998,100.0
10,layer1.1.conv3,Hessian Diag,1.0,0.9999999999999998,100.0
10,layer1.1.conv3,Fisher Full,1.0,0.9999999999999998,100.0
10,layer1.1.conv3,Fisher Diag,0.9087301587301587,0.9853479853479853,94.73684210526315
10,layer1.1.conv3,Taylor 1st-order,0.9087301587301587,0.9853479853479853,94.73684210526315
10,layer1.1.conv3,Gradient Magnitude,0.6259920634920635,0.8037545787545787,68.42105263157895
10,layer1.1.conv3,Magnitude (Sigma),0.8273809523809523,0.9594780219780218,84.21052631578947
10,layer1.1.conv3,Energy (Sigma^2),0.8273809523809523,0.9594780219780218,84.21052631578947
10,layer1.1.conv3,True Loss Increase,0.5882936507936508,0.7571886446886447,89.47368421052632
10,layer2.0.conv1,Hessian Full,1.0,1.0,100.0
10,layer2.0.conv1,Hessian Diag,1.0,1.0,100.0
10,layer2.0.conv1,Fisher Full,1.0,1.0,100.0
10,layer2.0.conv1,Fisher Diag,0.9133858267716537,0.9890931148141364,94.73684210526315
10,layer2.0.conv1,Taylor 1st-order,0.9133858267716537,0.9890931148141364,94.73684210526315
10,layer2.0.conv1,Gradient Magnitude,0.6355807086614174,0.8310348379417688,73.68421052631578
10,layer2.0.conv1,Magnitude (Sigma),0.8558070866141733,0.9712621314777512,86.8421052631579
